,id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
607,6c8e8f0713263dd2298a78669acdf2f7,krakow,,110.0,5.0,1.0,2.0,2023.0,49.9841448,19.9178388,8.05,1.0,0.841,1.678,1.771,0.407,1.438,3.791,1.975,condominium,,premium,yes,yes,no,no,no,6500
608,58cd8fa99fe611bec24a425d70acfbdc,krakow,blockOfFlats,47.0,2.0,,4.0,1976.0,50.0612781,19.9648283,2.0,16.0,0.225,0.229,0.162,0.085,0.355,0.43,0.171,condominium,,,no,no,no,no,yes,2950
609,c7638c496d4ed78c3d987c7c29576406,krakow,,50.0,2.0,4.0,5.0,2013.0,50.0106981,19.8900334,6.05,6.0,0.337,0.887,0.901,0.144,0.425,4.208,0.266,condominium,brick,,no,yes,yes,no,no,3000
610,0c0d4c9556a25467d2a4a80c167db8e8,krakow,tenement,42.0,2.0,,5.0,1900.0,50.0598527,19.9278651,0.91,47.0,0.138,0.138,0.229,0.532,0.017,0.646,0.23,condominium,brick,premium,no,yes,yes,no,no,2900
611,79f58d5cfba5601d1905e1fad4117cc1,krakow,apartmentBuilding,40.0,2.0,13.0,13.0,2024.0,50.0689894,19.9757992,3.07,4.0,0.651,0.597,0.175,0.21,0.388,1.104,0.445,condominium,brick,,yes,yes,yes,no,yes,3300
612,ff73d12e4cb3bd2e48166ab2e7a964ac,krakow,blockOfFlats,50.0,2.0,7.0,7.0,,50.0881,19.937,3.65,18.0,0.347,0.247,0.522,0.385,0.182,0.714,0.136,condominium,,,yes,yes,yes,no,no,2999
613,ffc3a454d08434eae783707ea3ed91ce,krakow,apartmentBuilding,50.89,3.0,1.0,3.0,2010.0,50.0292,19.9349,2.91,11.0,0.493,0.248,0.161,0.373,0.236,2.043,0.422,condominium,brick,,yes,yes,yes,yes,no,3000
614,3795929a26621e0c02d73cc8d3359f0c,krakow,apartmentBuilding,48.0,2.0,2.0,6.0,2020.0,50.07260779,19.95023045,2.1,7.0,0.591,0.68,0.613,0.747,0.112,1.214,0.482,condominium,brick,premium,yes,no,yes,no,no,3000
615,fd956245f1f800514e789598aeb5a83e,krakow,blockOfFlats,35.7,2.0,,4.0,1990.0,50.02030131,19.9552851,4.07,10.0,0.376,0.697,0.357,0.383,0.132,1.563,0.572,condominium,,,no,yes,no,no,no,2000
616,fe152ee4ad8f0c98e6dc3b86e399232b,krakow,blockOfFlats,40.0,2.0,2.0,7.0,2009.0,50.09335,20.024493,7.46,11.0,0.277,0.321,0.179,0.128,0.431,1.554,0.176,condominium,,,no,yes,yes,no,no,2500
617,1dc4cb98cf62ea17ed105ec3dfe5f901,krakow,apartmentBuilding,45.0,2.0,1.0,5.0,2023.0,50.0852982,19.8876444,4.93,10.0,0.413,0.398,0.539,0.051,0.093,1.47,0.464,condominium,brick,premium,yes,yes,yes,no,no,3500
618,2335360d0e6c58fc60f2a2a19b00bc9d,krakow,tenement,50.0,2.0,2.0,3.0,,50.059058,19.9456615,0.66,73.0,0.229,0.346,0.211,0.211,0.097,0.761,0.221,condominium,brick,,yes,yes,no,no,no,2200
619,03d264622a6567c28cae8c94ad41106e,krakow,tenement,42.0,2.0,4.0,4.0,,50.0668949194576,19.9367676106125,1.3,119.0,0.073,0.309,0.292,0.082,0.079,0.3,0.205,condominium,brick,,no,no,no,no,no,3000
620,ef1e2ad39d1e58f468015a7a2c81de67,krakow,apartmentBuilding,54.05,3.0,3.0,3.0,2012.0,50.09496,19.9026,5.1,4.0,1.021,0.795,1.031,0.24,0.463,2.324,0.372,condominium,brick,,yes,yes,yes,no,yes,3000
621,cbb33051067c601b8307d86e2648b13c,krakow,apartmentBuilding,37.0,2.0,,8.0,,50.06635855,20.01055595,5.29,6.0,0.396,1.901,0.695,0.408,0.149,2.028,0.648,condominium,brick,premium,yes,no,yes,no,no,2850
622,275fe605374c5cdd25b8eb6b737f1089,krakow,tenement,39.0,2.0,2.0,4.0,1960.0,50.05741,19.9321711,0.51,84.0,0.077,0.478,0.243,0.485,0.108,0.32,0.27,condominium,brick,premium,no,yes,no,no,no,3500
623,2977c231e32074b0de8a2739d41333c5,krakow,apartmentBuilding,45.0,2.0,5.0,7.0,2015.0,50.0870999,19.9349079,3.55,22.0,0.47,0.337,0.379,0.484,0.172,0.531,0.232,condominium,brick,,yes,yes,yes,no,no,3200
624,3c87ba57251be0b27a01fe5ec24517c7,krakow,tenement,60.0,2.0,1.0,3.0,1930.0,50.0715599,19.9343964,1.83,33.0,0.159,0.281,0.193,0.174,0.109,0.136,0.196,condominium,brick,,no,yes,no,no,no,3200
625,b2ebad299f5b7181cf4ae17dfe39c83f,krakow,blockOfFlats,45.0,2.0,3.0,4.0,2021.0,50.0239676,20.0512997,8.78,5.0,0.912,3.789,0.074,0.053,0.165,3.608,0.374,condominium,,premium,yes,yes,yes,no,no,2500
626,19eedbe53b15fa33ed346e4cd64d67bf,krakow,apartmentBuilding,56.0,3.0,3.0,7.0,2018.0,50.05444,19.96381,1.81,6.0,0.511,0.459,0.664,0.463,0.304,0.662,0.471,condominium,brick,,yes,yes,yes,no,no,5100
627,79592654da15d4b835f44446c9bd701d,krakow,apartmentBuilding,36.0,2.0,1.0,4.0,2023.0,50.04504,19.95722,1.76,27.0,0.222,0.559,0.264,0.56,0.028,1.134,0.056,condominium,brick,,yes,no,yes,no,no,3000
628,3d1dcf1d0f55e8336ddc0be8b85b1ade,krakow,blockOfFlats,48.0,2.0,4.0,7.0,2015.0,50.0451674,19.9838724,3.43,4.0,0.571,0.585,0.448,0.193,0.097,1.759,0.197,condominium,,premium,no,yes,yes,no,no,2500
629,cd03317cf663b7ab895595c7b8017013,krakow,blockOfFlats,52.0,2.0,3.0,3.0,2005.0,50.0204118,19.9056567,4.53,15.0,0.947,0.224,0.187,0.242,0.168,2.768,0.222,condominium,brick,,no,yes,no,no,no,2600
630,8e85f4a63180b01a8f1eb44ecb7666c1,krakow,,45.0,2.0,2.0,4.0,1987.0,50.047066,19.9529798,1.38,37.0,0.248,0.712,0.312,0.698,0.068,0.901,0.315,condominium,,,no,no,,no,no,2990
631,9582828247b33b74e86a5884e5785a2b,krakow,,30.0,2.0,7.0,7.0,2020.0,50.0634194,20.0146814,5.52,4.0,0.636,2.252,0.964,0.105,0.329,2.021,0.313,condominium,,,no,yes,yes,no,no,2100
632,095c3212b918bb24895dc3732dc316f1,krakow,,49.0,2.0,,4.0,1990.0,50.0086262,19.9479225,5.23,10.0,0.323,0.731,0.633,0.112,0.365,0.767,0.113,condominium,,,no,no,,no,no,2300
633,b773f0d65e8d4d9be91eee1866674de4,krakow,blockOfFlats,29.29,1.0,5.0,5.0,,50.07419819,19.91645821,2.62,30.0,0.225,0.131,0.148,0.107,0.103,0.185,0.184,condominium,brick,,yes,yes,yes,no,no,2000
634,33bc7e4c3f54b19d2c0e58229ed6b9fd,krakow,tenement,35.0,2.0,2.0,3.0,,50.0628582,19.9398369,0.85,188.0,0.088,0.458,0.426,0.51,0.021,0.203,0.152,condominium,brick,,no,no,yes,no,no,2200
635,6f17a51e680de9f012ca5ad57c205333,krakow,apartmentBuilding,46.89,2.0,2.0,5.0,2024.0,50.0588149,19.929392,0.76,53.0,0.023,0.237,0.109,0.634,0.094,0.571,0.196,condominium,brick,,no,yes,yes,yes,no,5100
636,9705b82411075ce642e72323933b59cc,krakow,apartmentBuilding,60.0,3.0,5.0,5.0,,50.0547614,19.9580258,1.4,17.0,0.224,0.26,0.516,0.15,0.203,0.248,0.201,condominium,brick,premium,yes,no,yes,no,no,4290
637,fb183c70be749ad711bc7f09ad3e1b5b,krakow,apartmentBuilding,50.0,2.0,3.0,5.0,2005.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,brick,premium,no,yes,yes,no,no,3400
638,edded4ee0fbbe2d7ff39268d45bc414a,krakow,blockOfFlats,41.0,2.0,1.0,4.0,2024.0,50.01107,19.88693,6.14,4.0,0.521,1.076,1.029,0.293,0.375,4.282,0.071,condominium,brick,,no,yes,yes,no,no,2900
639,ec621bcf50738b6bc7917d1bfe919a36,krakow,tenement,82.0,4.0,3.0,6.0,1930.0,50.06765,19.93699,1.38,79.0,0.051,0.387,0.284,0.037,0.067,0.376,0.119,condominium,brick,,no,no,yes,no,no,4000
640,6b20dc2c2cac2bdd83beec206d9d66ac,krakow,apartmentBuilding,70.0,4.0,1.0,4.0,2016.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,brick,premium,yes,yes,yes,no,no,3800
641,756b0901837ce812f2b9d0b2e0f63b57,krakow,,37.0,2.0,,,,50.0742197941055,19.932351260713,2.15,25.0,0.46,0.195,0.21,0.098,0.208,0.206,0.109,condominium,,,no,no,,no,no,2999
642,69684d6e4d4d92b75cdb518ff045e224,krakow,,54.0,3.0,5.0,5.0,,50.0408,19.9977,4.53,6.0,0.544,0.771,0.546,0.27,0.079,0.664,0.151,condominium,,,yes,yes,yes,no,no,3200
643,640f40f285a922a423a8606d5679910d,krakow,blockOfFlats,68.0,3.0,,3.0,2019.0,50.0724877,19.8570819,6.11,0.0,1.093,2.186,1.169,1.847,0.92,2.69,1.491,condominium,,,no,no,no,no,no,3600
644,3ea144a2f05f4b8660679cc4760b68d9,krakow,blockOfFlats,76.0,3.0,4.0,7.0,,50.0569787,19.9603504,1.58,19.0,0.193,0.229,0.399,0.203,0.071,0.461,0.27,condominium,,,yes,no,no,no,no,5000
645,d3bede2e48d39e42661b0cce05127776,krakow,tenement,63.64,2.0,2.0,3.0,1940.0,50.0702,19.9646,2.5,14.0,0.22,0.389,0.62,0.209,0.378,0.646,0.399,condominium,brick,,yes,yes,no,no,no,2800
646,448237d4f37d7f7a9593e56a2051c4b6,krakow,blockOfFlats,30.0,1.0,10.0,10.0,,50.0851061,19.9251993,3.45,12.0,0.233,0.829,0.41,0.242,0.543,0.377,0.161,condominium,concreteSlab,premium,yes,no,yes,no,yes,2000
647,437d59cd812b664cb9f52b88a2f57b6c,krakow,apartmentBuilding,61.0,3.0,1.0,4.0,2014.0,50.0907022,19.95004175,4.02,15.0,0.324,0.386,0.295,0.243,0.379,1.641,0.22,condominium,brick,premium,yes,yes,yes,no,no,3790
648,ac437d4c79af4bafc6a74c8dc9856de3,krakow,tenement,56.0,2.0,1.0,4.0,,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,condominium,brick,,no,no,,no,no,3200
649,b075feeff8d4e724955753cd31744a84,krakow,tenement,56.5,2.0,,4.0,1930.0,50.060752,19.949176,0.98,45.0,0.197,0.054,0.415,0.512,0.216,0.738,0.079,condominium,brick,,no,no,no,no,no,2600
650,4e399ac7f0c203fc2a317936439ffbac,krakow,blockOfFlats,48.0,3.0,3.0,3.0,2019.0,50.0365,20.0155,5.89,0.0,1.282,2.083,1.48,1.217,0.648,0.737,1.208,condominium,,,no,yes,yes,no,no,3200
651,d3f11ad57368297c539efa383bafe26a,krakow,apartmentBuilding,28.0,1.0,5.0,6.0,2018.0,50.0490749,19.962142,1.83,18.0,0.106,0.059,0.511,0.122,0.054,0.86,0.531,condominium,brick,,no,no,yes,no,no,2300
652,587c3726a8207a562e86ba446d15f03e,krakow,blockOfFlats,66.89,3.0,2.0,3.0,1956.0,50.079003,20.039578,7.68,30.0,0.119,1.542,0.306,0.194,0.408,0.477,0.161,condominium,brick,,no,no,no,no,no,3900
653,b14149ea52ce6add8d6e64934b71fc36,krakow,apartmentBuilding,50.82,2.0,2.0,4.0,2018.0,50.0464111,19.9497597,1.28,53.0,0.066,0.549,0.214,0.667,0.005,0.803,0.119,condominium,brick,premium,no,no,yes,no,no,3000
654,e8c3bd9981d7883ce330e34333439bca,krakow,blockOfFlats,33.0,1.0,5.0,5.0,2019.0,50.07187525,19.95344576,2.13,12.0,0.477,0.444,0.456,0.509,0.135,1.004,0.255,condominium,,premium,no,yes,yes,no,no,2600
655,4e3df6448293b0f78b30baf1ea56c72b,krakow,blockOfFlats,48.8,2.0,9.0,10.0,1970.0,50.0823,19.9532,3.18,5.0,0.201,0.529,0.195,0.285,0.278,1.668,0.117,condominium,concreteSlab,,yes,yes,yes,no,yes,2300
656,283737eea565da2967f3360185ae9567,krakow,blockOfFlats,47.0,2.0,,1.0,2022.0,50.01604325,20.03453958,8.13,5.0,0.495,2.401,0.27,0.744,0.263,3.158,0.248,condominium,brick,premium,yes,no,no,no,no,2300
657,ed025aec41ec1becb44f2c76ff143a01,krakow,blockOfFlats,76.0,3.0,3.0,3.0,2010.0,50.0784293,20.0508618,8.43,16.0,0.184,1.283,0.502,0.32,0.408,1.227,0.403,condominium,,,yes,yes,yes,no,yes,4000
658,ffa1bd533a1690abaad1344c38fe8982,krakow,apartmentBuilding,45.0,2.0,,5.0,2017.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,brick,premium,yes,no,yes,no,no,3900
659,d71352cdd3515ff97edfbacbd3becccd,krakow,tenement,38.0,2.0,,4.0,1906.0,50.04259287,19.94134371,1.43,30.0,0.315,0.516,0.537,0.149,0.144,0.651,0.216,condominium,brick,premium,no,no,no,no,yes,2700
660,76b7bfbfa2f2746ae71fa3e8f25a28a8,krakow,apartmentBuilding,35.0,1.0,,5.0,,50.0693689,19.932831,1.62,51.0,0.114,0.417,0.082,0.151,0.227,0.34,0.213,condominium,brick,premium,no,no,yes,no,no,2600
661,cfdaab95e5194a27a7ac0ddbc69014eb,krakow,apartmentBuilding,36.0,2.0,1.0,4.0,2020.0,50.04378013,19.95916778,1.96,18.0,0.056,0.597,0.148,0.551,0.082,1.3,0.17,condominium,brick,premium,no,yes,yes,no,no,3200
662,0e4115dde723a40fa8bb94c88aceb3a4,krakow,blockOfFlats,55.0,3.0,,5.0,1956.0,50.07536553,20.04403853,7.86,28.0,0.083,1.076,0.381,0.237,0.182,0.743,0.191,condominium,,premium,yes,yes,yes,no,yes,3000
663,76d54fae8128e12a1f4acfe983fedaf3,krakow,apartmentBuilding,55.0,2.0,5.0,5.0,2010.0,50.0485975,19.958595,1.62,27.0,0.187,0.289,0.477,0.358,0.086,0.777,0.39,condominium,brick,premium,no,no,yes,no,no,3500
664,a4e9741ffdbcaf0b209946f2682de6ba,krakow,blockOfFlats,30.0,1.0,,4.0,,50.0194317,19.903806,4.69,21.0,0.974,0.164,0.155,0.18,0.217,2.914,0.205,condominium,,,no,no,,no,no,1899
665,6d21a8e794da3ba0d8696a94c67d4dba,krakow,apartmentBuilding,64.0,3.0,1.0,7.0,2010.0,50.0485094,19.9588053,1.64,26.0,0.171,0.275,0.463,0.343,0.079,0.792,0.383,condominium,brick,,yes,yes,yes,yes,no,4300
666,11ac272e13cf0d5e1b1562b8350d764a,krakow,apartmentBuilding,63.53,3.0,5.0,7.0,,50.084797,19.886221,4.96,14.0,0.301,0.414,0.545,0.074,0.045,1.458,0.429,condominium,brick,premium,no,yes,yes,no,no,4000
667,0706429b9b80cb78496c055762f8586f,krakow,blockOfFlats,41.06,2.0,3.0,4.0,2017.0,50.0378,20.0013,4.89,6.0,0.365,1.063,0.574,0.49,0.47,0.288,0.304,condominium,,,no,yes,yes,yes,no,3000
668,45e412c6debf404dadb38b122c178dd1,krakow,tenement,65.8,2.0,1.0,2.0,1890.0,50.0461,19.9558,1.61,31.0,0.376,0.566,0.391,0.618,0.02,1.004,0.192,condominium,brick,,no,no,no,no,yes,4500
669,2f732e76c67bd29631382594d3fc41a1,krakow,blockOfFlats,28.0,1.0,5.0,6.0,2014.0,50.0843339630689,19.946849879121,3.28,11.0,0.697,0.303,0.139,0.019,0.224,1.212,0.139,condominium,,,yes,no,yes,no,no,2186
670,2dd8fe1b5c0c367ffa98583ea36f2f9f,krakow,apartmentBuilding,40.0,2.0,3.0,3.0,2017.0,50.1072143,19.9133236,6.04,0.0,0.532,2.267,1.277,1.132,1.573,2.884,0.645,condominium,brick,,yes,yes,yes,yes,yes,2499
671,305e217fc3d95e42b77440805ca3ca34,krakow,apartmentBuilding,45.0,2.0,1.0,5.0,2019.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,brick,premium,yes,yes,yes,no,no,3500
672,50fd643200e8fb181ebd4a7e5a019f08,krakow,blockOfFlats,33.0,2.0,4.0,4.0,,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,,premium,yes,yes,yes,no,no,3000
673,c5fc91cf22e54d865f95d4d72da98520,krakow,apartmentBuilding,27.62,2.0,7.0,14.0,2022.0,50.0787349,19.8921314,4.21,12.0,0.347,0.591,0.482,0.288,0.083,0.677,0.244,condominium,brick,premium,yes,yes,yes,no,no,2400
674,b8862882e438cd51c4d33490306b6272,krakow,apartmentBuilding,72.69,3.0,4.0,5.0,2015.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,brick,premium,yes,yes,yes,no,yes,5200
675,7048b7951d384af350668b34ecc40604,krakow,blockOfFlats,40.0,2.0,1.0,3.0,2000.0,50.0179549,19.9084494,4.67,6.0,0.996,0.518,0.174,0.227,0.17,2.976,0.125,condominium,brick,premium,yes,yes,no,no,yes,2200
676,d5190430b8c1865d68ed19f7b95197b3,krakow,,60.0,3.0,4.0,10.0,2013.0,50.0755711,19.92921985,2.35,30.0,0.498,0.262,0.349,0.278,0.114,0.444,0.163,condominium,,premium,no,yes,yes,no,no,3600
677,33330a86e48eec511a221ee9d4214a7b,krakow,blockOfFlats,51.26,2.0,1.0,4.0,2022.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,,premium,yes,yes,yes,no,no,3300
678,9154b9ce83e7ef2a9c8266c8e13e868d,krakow,apartmentBuilding,60.0,3.0,1.0,4.0,1902.0,50.0629166,19.9469367,1.04,72.0,0.372,0.195,0.258,0.558,0.278,0.643,0.189,condominium,brick,premium,yes,no,yes,no,no,4900
679,28cafa07ea8cab9a416a5e0712fafbde,krakow,blockOfFlats,39.2,2.0,1.0,3.0,2017.0,50.01774,19.96433,4.57,6.0,0.532,0.437,0.36,0.411,0.368,1.342,0.587,condominium,brick,,no,yes,yes,yes,no,2700
680,f64dada76052fd78f7561a1519a43caa,krakow,apartmentBuilding,64.0,3.0,1.0,5.0,2010.0,50.049711,19.9611403,1.74,18.0,0.151,0.159,0.573,0.221,0.06,0.76,0.441,condominium,brick,,no,yes,yes,yes,yes,4300
681,d8600a5e0cf35adab3e5f731f7a92108,krakow,apartmentBuilding,30.0,1.0,1.0,5.0,2020.0,50.0777637,19.9516889,2.67,2.0,0.428,0.88,0.631,0.237,0.557,1.457,0.626,condominium,brick,,yes,yes,yes,no,yes,2500
682,45a7affc39f84be47f905c925463e011,krakow,apartmentBuilding,30.0,2.0,3.0,6.0,2021.0,50.04686,19.97086,2.5,12.0,0.711,0.58,0.433,0.337,0.214,1.479,0.221,condominium,brick,,yes,yes,yes,no,yes,3200
683,2b09df8a0bcfd91fde0a03ab94d897ec,krakow,blockOfFlats,57.0,3.0,1.0,8.0,,50.02277778,19.9925,5.29,14.0,0.244,1.319,0.406,0.257,0.105,1.857,0.584,condominium,concreteSlab,,yes,no,yes,no,no,2700
684,cdbe8fdb1f500c467e63bc723915c35f,krakow,apartmentBuilding,49.0,3.0,2.0,6.0,2018.0,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,condominium,brick,,no,no,yes,no,no,3400
685,8fc16a8ae3fd2542273c2653c0d537fd,krakow,blockOfFlats,30.34,1.0,,10.0,2023.0,50.06389036,19.96973667,2.43,20.0,0.341,0.492,0.614,0.176,0.153,0.567,0.317,condominium,,premium,yes,no,yes,no,no,2500
686,af9831ef0c848bd3a2583a8ad57a4d17,krakow,blockOfFlats,56.0,3.0,2.0,4.0,2007.0,50.069858,19.98202056,3.51,13.0,0.473,0.217,0.339,0.183,0.14,1.549,0.352,condominium,,premium,yes,yes,yes,no,no,3500
687,7b754dc424deef9bab1caba8494d1f2e,krakow,blockOfFlats,69.0,3.0,2.0,8.0,,50.0702444,19.9627727,2.4,16.0,0.281,0.327,0.535,0.175,0.281,0.625,0.469,condominium,,,no,yes,yes,no,no,2900
688,e69dd99c83f1c066348ff24cd37c2ecd,krakow,blockOfFlats,34.54,1.0,3.0,4.0,2008.0,50.01061,19.96491,5.32,14.0,0.517,0.548,0.161,0.056,0.025,0.68,0.201,condominium,brick,,yes,yes,no,no,no,1900
689,16ce89e93795da5f1fafb1370ce05a41,krakow,blockOfFlats,57.0,3.0,1.0,4.0,2023.0,50.0698593,19.9880779,3.9,8.0,0.53,0.323,0.488,0.305,0.272,1.957,0.524,condominium,,premium,yes,yes,yes,no,no,3600
690,9949982f76ea2cf797be8b5759df511d,krakow,apartmentBuilding,47.0,2.0,1.0,5.0,2016.0,50.0765404,19.92966151,2.44,28.0,0.393,0.233,0.458,0.294,0.153,0.517,0.225,condominium,brick,premium,no,yes,yes,no,no,2800
691,6a007bcb789b52c21b8c49cfe8122172,krakow,tenement,82.0,4.0,1.0,5.0,1960.0,50.0731097,19.917934,2.46,32.0,0.295,0.065,0.044,0.108,0.089,0.15,0.087,condominium,brick,premium,no,no,yes,no,no,6500
692,ee3e2ab17429b7d58f5fce6b57761166,krakow,blockOfFlats,35.0,2.0,1.0,5.0,2022.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,,premium,yes,yes,yes,no,no,2500
693,41fa9b053575e5cdd36e17c8d500b175,krakow,blockOfFlats,30.0,2.0,3.0,5.0,2017.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,condominium,,,no,yes,yes,no,no,2300
694,acbb45985043160e022e5c70e6b19529,krakow,blockOfFlats,34.5,2.0,,4.0,1973.0,50.07410821,20.03700256,7.34,28.0,0.373,1.131,0.402,0.155,0.09,0.372,0.118,condominium,,,no,yes,no,no,yes,2200
695,e74fe4f82a94ea1877c989ab381666c3,krakow,tenement,35.0,1.0,,4.0,1910.0,50.072379,19.9356432,1.91,29.0,0.278,0.19,0.191,0.3,0.186,0.186,0.135,condominium,brick,,no,no,,no,no,2500
696,ad3a07fbc1a689ea2f72193e7851e861,krakow,apartmentBuilding,29.0,1.0,1.0,5.0,2018.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,brick,premium,yes,yes,yes,no,no,2700
697,924ebace33fd1002a48cb02a19e1955d,krakow,apartmentBuilding,67.0,3.0,6.0,7.0,2010.0,50.0161316806538,19.8917487243131,5.49,19.0,0.78,0.461,0.457,0.255,0.209,3.622,0.186,condominium,brick,,yes,yes,yes,yes,yes,3500
698,11370c7c68074662a43e6281cd1cd586,krakow,tenement,31.0,1.0,2.0,3.0,,50.0597915,19.9507671,1.01,34.0,0.082,0.198,0.267,0.421,0.224,0.589,0.119,condominium,brick,,no,no,no,no,no,1800
699,e57901dd4b0270ffb0c6ba85e5f2048f,krakow,blockOfFlats,45.0,3.0,2.0,2.0,,50.070316,20.0488141,8.05,16.0,0.258,0.541,0.195,0.107,0.206,1.287,0.347,condominium,brick,,no,no,no,no,no,2399
700,ae26278e66dc1374d7550c89e627c90b,krakow,tenement,50.0,2.0,1.0,3.0,,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,condominium,brick,,no,no,no,no,no,2800
701,c69b442779abeb521cbb134d0d9a3f11,krakow,apartmentBuilding,35.0,1.0,2.0,4.0,2013.0,50.0702762,19.9187454,2.18,34.0,0.16,0.335,0.219,0.083,0.258,0.32,0.225,condominium,brick,,no,no,no,no,no,2500
702,85db2273882a8d65446e72e1ccaa4868,krakow,blockOfFlats,45.0,2.0,4.0,5.0,2023.0,50.0453845,19.9921031,3.99,2.0,0.047,0.676,0.575,0.44,0.607,1.299,0.745,condominium,,premium,yes,no,yes,no,no,3200
703,e25f6141c3ef3838255013c7c9174003,krakow,blockOfFlats,27.0,1.0,1.0,3.0,,50.0043146,19.9058142,6.13,7.0,0.886,0.758,0.606,0.091,0.074,3.741,0.195,condominium,,,yes,yes,no,no,no,2300
704,8c08c31b1323142043d421c807858fa9,krakow,apartmentBuilding,40.0,2.0,,4.0,,50.0725148220646,19.8921972551336,3.82,6.0,0.159,0.675,0.81,0.411,0.25,0.188,0.661,condominium,brick,premium,no,yes,yes,yes,no,2800
705,2f8df3fe552d319a3224becfcc3b8233,krakow,apartmentBuilding,50.0,2.0,1.0,3.0,2020.0,50.0645627,19.8901813,3.6,0.0,0.795,0.622,0.896,0.992,0.733,0.982,0.737,condominium,brick,premium,yes,no,yes,no,no,4300
706,5493d198e254221c8afa50a894d3390e,krakow,blockOfFlats,50.0,2.0,5.0,9.0,,50.03376853,19.96705055,3.15,4.0,1.192,1.364,0.304,0.447,0.322,2.533,0.313,condominium,,premium,yes,yes,yes,no,no,2599
707,91bc50bced36aaa1d5e11bfeea472528,krakow,,65.58,3.0,3.0,5.0,2015.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,,premium,yes,yes,yes,no,no,6200
708,73763270ef1c056facd37fcad3fc45dc,krakow,blockOfFlats,34.5,2.0,1.0,2.0,1956.0,50.07076975,20.04954026,8.11,16.0,0.245,0.608,0.123,0.115,0.277,1.303,0.419,condominium,brick,,yes,no,no,no,no,1800
709,e976f9b2a515fbcc5257c3aed2afd9e9,krakow,,119.95,4.0,2.0,3.0,2008.0,50.07655,19.91959,2.72,26.0,0.162,0.427,0.114,0.115,0.097,0.512,0.206,condominium,,,yes,yes,no,no,no,5500
710,4b236df7287157ab53bf28abbed6ba64,krakow,apartmentBuilding,33.0,2.0,,4.0,2023.0,50.10466,19.92618,5.56,0.0,1.287,1.673,1.041,0.668,1.071,2.361,0.86,condominium,brick,,no,no,no,no,no,2900
711,51b132ef82b0aeae6bb53ab09567224a,krakow,apartmentBuilding,41.77,2.0,,3.0,2020.0,50.0549887,19.9142373,1.73,7.0,0.121,0.413,0.296,0.858,0.582,0.624,0.291,condominium,brick,premium,yes,yes,yes,yes,yes,3200
712,9c099aa9052d93e8128e54a2772eeabe,krakow,apartmentBuilding,85.0,3.0,3.0,4.0,2018.0,50.0680123,19.89595572,3.35,5.0,0.513,0.395,0.696,0.459,0.264,0.549,0.398,condominium,brick,premium,yes,yes,yes,no,no,8000
713,b3acb133614e38dcf19b24c6efbba934,krakow,apartmentBuilding,59.0,3.0,6.0,6.0,2017.0,50.0557501,19.9772498,2.77,3.0,0.594,0.954,0.354,0.45,0.627,1.478,0.364,condominium,brick,premium,yes,yes,yes,no,no,4200
714,91561618a8e8327f82a44b184af78a3d,krakow,blockOfFlats,51.0,3.0,,4.0,1985.0,50.0922,19.9613,4.42,10.0,0.657,0.33,0.302,0.286,0.378,2.437,0.473,condominium,concreteSlab,,no,yes,no,no,yes,3300
715,fd6d12cb8fe177ae0bee2f51c2fdd8bc,krakow,apartmentBuilding,48.0,2.0,2.0,8.0,2020.0,50.05076657,19.92763283,0.92,21.0,0.181,0.663,0.076,0.264,0.068,0.841,0.103,condominium,brick,premium,yes,yes,yes,no,no,3700
716,e7aed7061d1e5ab82b17eaa6adffbb33,krakow,,28.0,1.0,2.0,2.0,,50.07117945,19.95239911,2.03,13.0,0.401,0.468,0.562,0.582,0.119,0.992,0.348,condominium,,premium,no,yes,no,no,no,2300
