,id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
289,653663c9d89c0bd9633f2222e791b8a4,krakow,blockOfFlats,35.0,2.0,2.0,4.0,2023.0,50.0465729513507,19.9710698643648,2.52,12.0,0.733,0.605,0.404,0.352,0.183,1.511,0.188,condominium,,premium,yes,yes,yes,no,no,2900
290,f32a3adba2628e6687e3caf92a037b03,krakow,tenement,37.0,2.0,2.0,3.0,,50.075047087875,19.9037411487591,3.31,16.0,0.284,0.618,0.447,0.118,0.241,0.684,0.24,condominium,brick,,yes,no,no,no,yes,2500
291,a713beb3e649a609b48221840612721e,krakow,blockOfFlats,54.0,2.0,11.0,11.0,,50.0922795552927,19.991767157138,5.6,8.0,0.267,2.022,0.123,0.452,0.355,0.784,0.21,condominium,,,no,yes,yes,no,no,2300
292,94ffb6c93d356f9faa89d423472aacae,krakow,apartmentBuilding,29.0,1.0,1.0,6.0,2020.0,50.050776461598,19.9676431847308,2.14,9.0,0.534,0.402,0.845,0.384,0.093,1.048,0.702,condominium,brick,premium,yes,yes,yes,yes,no,2650
293,ed142aefddf7768dce6776890236ad47,krakow,blockOfFlats,39.0,2.0,4.0,4.0,,50.0839298793921,19.9565888291855,3.44,7.0,0.349,0.283,0.176,0.534,0.108,1.904,0.27,condominium,brick,,yes,no,no,no,no,1900
294,406ced49e255c9080ce5e70b3decee64,krakow,,27.0,1.0,,,,50.0656856329657,19.9515858787539,1.49,51.0,0.235,0.087,0.366,0.905,0.029,0.744,0.054,condominium,,premium,no,no,yes,no,no,2800
295,7fd187f6f1f9f6c0c271701a74c035e1,krakow,apartmentBuilding,59.0,3.0,5.0,7.0,2024.0,50.0711524675151,19.9137812826934,2.49,33.0,0.186,0.101,0.326,0.358,0.254,0.223,0.063,condominium,brick,premium,yes,yes,yes,yes,no,4500
296,cf58270c1f397ecdf142e9a6db7a10df,krakow,blockOfFlats,52.5,2.0,2.0,3.0,2011.0,50.0842821550323,19.878672595451,5.35,9.0,0.243,0.272,0.673,0.084,0.352,1.71,0.388,condominium,brick,,yes,yes,no,yes,yes,2900
297,9eb0e2aa93db8629e7f657a4a39fca8f,krakow,blockOfFlats,35.0,2.0,2.0,2.0,2023.0,50.0466124784834,19.9719967294289,2.58,11.0,0.796,0.665,0.35,0.418,0.201,1.56,0.202,condominium,,premium,yes,yes,yes,no,no,2900
298,637e9c6fa437c15fa081a657e6f58b7c,krakow,blockOfFlats,34.0,2.0,5.0,8.0,2023.0,50.1036151130681,20.012827661196,7.55,7.0,0.556,1.322,0.152,0.08,0.094,1.403,0.197,condominium,,premium,no,yes,yes,no,no,2750
299,bbaa3625a8c74c36b1f1a8e5abad21b0,krakow,apartmentBuilding,85.0,4.0,1.0,2.0,2010.0,50.0701240282555,19.8695312209266,5.19,0.0,0.709,1.625,0.808,1.392,0.586,1.827,0.958,condominium,brick,premium,yes,yes,no,yes,yes,4899
300,9d9bd66bc9a9a73da5a639a05a798d55,krakow,apartmentBuilding,36.0,2.0,3.0,4.0,,50.0492218556558,19.9593751596798,1.64,24.0,0.161,0.242,0.529,0.312,0.028,0.737,0.435,condominium,brick,premium,no,no,yes,yes,no,3000
301,ebd13bc5a60ea47ae260162b3510cc6b,krakow,blockOfFlats,64.0,4.0,2.0,4.0,,50.0881947615066,19.9288105106311,3.72,17.0,0.119,0.41,0.323,0.25,0.378,0.521,0.101,condominium,,,no,no,no,no,no,4000
302,f9a593f6caf6616bbcff11a3bd857930,krakow,apartmentBuilding,46.0,2.0,1.0,3.0,,50.0038314514056,20.0036984098179,7.38,4.0,0.309,0.403,0.842,0.27,0.67,3.274,0.614,condominium,brick,,no,yes,no,no,no,2400
303,c808fa04abdd9f031415503fa115f384,krakow,tenement,40.0,2.0,1.0,4.0,,50.0436881294561,19.950544787862,1.55,46.0,0.115,0.716,0.105,0.367,0.055,0.974,0.201,condominium,brick,,no,no,no,no,yes,3200
304,678bf4aea63f2a43af9d2e907e8df064,krakow,blockOfFlats,46.0,2.0,4.0,6.0,2011.0,50.09305556,19.96833333,4.71,9.0,0.205,0.833,0.5,0.21,0.476,2.454,0.424,condominium,,,yes,yes,yes,yes,no,3000
305,92d915c36952bdb73cc9e72abba77fba,krakow,blockOfFlats,49.0,3.0,5.0,10.0,1973.0,50.0922636338652,19.9967913305966,5.85,23.0,0.168,1.664,0.241,0.244,0.248,0.428,0.372,condominium,concreteSlab,,no,yes,yes,no,yes,2700
306,63cc203b0f9296cf400cc40d2ebc44bd,krakow,blockOfFlats,40.0,2.0,5.0,7.0,2023.0,50.0950449516716,19.924936924865,4.52,12.0,0.382,0.801,0.483,0.249,0.288,1.325,0.221,condominium,brick,premium,yes,yes,yes,no,no,2950
307,19dcd3f211848072759677426c3671c1,krakow,apartmentBuilding,50.0,2.0,5.0,10.0,2016.0,50.0795,20.0046,5.43,24.0,0.289,1.836,0.255,0.123,0.11,1.483,0.101,condominium,brick,,yes,yes,yes,yes,yes,2850
308,94a173e274ed50a1c08fd87679ed2562,krakow,apartmentBuilding,40.0,2.0,3.0,5.0,2018.0,50.0764,19.9877,4.23,12.0,0.134,0.92,0.442,0.219,0.405,2.114,0.524,condominium,brick,,yes,yes,yes,yes,no,2800
309,094559a9cef479487912fc7cb1289411,krakow,apartmentBuilding,25.0,1.0,2.0,4.0,2020.0,50.0926,20.027,7.56,12.0,0.306,0.492,0.301,0.161,0.426,1.731,0.315,condominium,brick,,yes,yes,yes,yes,no,2350
310,3e8f2730ea1df333b0ec26c736a9fb64,krakow,tenement,51.0,2.0,3.0,3.0,,50.0574503,19.9383018,0.24,122.0,0.199,0.86,0.226,0.261,0.007,0.223,0.118,condominium,brick,,no,no,no,no,no,3650
311,8630ea00ab818fcd58666ea764f0c1db,krakow,blockOfFlats,48.0,2.0,1.0,3.0,2013.0,50.0187,19.9074,4.63,10.0,1.004,0.41,0.072,0.288,0.059,2.914,0.062,condominium,,,yes,yes,no,yes,no,2600
312,e7d6367b7cc2cdf59f8f9ed538be8ba1,krakow,blockOfFlats,50.0,2.0,1.0,4.0,1980.0,50.0784,19.9196,2.9,17.0,0.184,0.62,0.296,0.278,0.274,0.698,0.17,condominium,,,no,yes,yes,yes,no,2350
313,51de80b6526df8254d12b29b9ce267cd,krakow,apartmentBuilding,60.0,3.0,5.0,5.0,2019.0,50.0543,19.958,1.4,15.0,0.274,0.31,0.547,0.201,0.208,0.259,0.15,condominium,brick,,yes,no,yes,yes,no,4390
314,7a11278f615948fe7855955bbf6a59cc,krakow,blockOfFlats,45.0,2.0,4.0,5.0,2023.0,50.0377,19.9834,3.76,3.0,0.644,0.383,0.314,0.401,0.88,1.562,0.966,condominium,,premium,yes,yes,yes,yes,yes,2700
315,affc0e89aa7298c197a71e4cac27f4ef,krakow,apartmentBuilding,38.0,2.0,11.0,12.0,2023.0,50.0663,19.9643,2.21,16.0,0.323,0.033,0.549,0.619,0.153,0.251,0.155,condominium,brick,,yes,yes,yes,yes,yes,2900
316,4325c98f3a978853be2cba7c6b6dc764,krakow,apartmentBuilding,93.0,3.0,4.0,6.0,2007.0,50.057,19.9303,0.61,33.0,0.208,0.39,0.144,0.585,0.045,0.429,0.136,condominium,brick,,yes,yes,yes,yes,no,5100
317,d730c01edaec15319fe8827ef04e9dcc,krakow,tenement,33.7,2.0,3.0,3.0,1930.0,50.0456155,19.9534283,1.52,38.0,0.242,0.74,0.216,0.537,0.084,1.058,0.284,condominium,brick,,yes,no,no,no,no,2950
318,7a3540488b6d21dfc6468207b4a7ddeb,krakow,,36.0,2.0,1.0,5.0,2021.0,50.0106981,19.8900334,6.05,6.0,0.337,0.887,0.901,0.144,0.425,4.208,0.266,condominium,,,yes,yes,yes,no,no,2300
319,ec2a170cd9a4219b85519a304f169a7f,krakow,tenement,51.0,2.0,3.0,3.0,,50.0574503,19.9383018,0.24,122.0,0.199,0.86,0.226,0.261,0.007,0.223,0.118,condominium,brick,premium,no,no,no,no,no,3650
320,b2b1f52e3bfcfd1af99c33ea62018ce7,krakow,tenement,51.0,2.0,3.0,3.0,1900.0,50.0672306,19.9315971,1.41,73.0,0.039,0.333,0.244,0.299,0.101,0.228,0.083,condominium,brick,premium,no,no,no,no,no,3300
321,ae9c479e1fa59d1efe6ac8d95e0bbb26,krakow,blockOfFlats,52.0,2.0,7.0,7.0,2006.0,50.0889134,19.9348354,3.75,17.0,0.464,0.141,0.58,0.454,0.067,0.691,0.061,condominium,,premium,no,no,yes,no,no,2999
322,ccaae112e2d07eee7b2ffffdab731d23,krakow,blockOfFlats,37.0,2.0,,10.0,1980.0,50.0885,19.9104,4.2,13.0,0.265,1.315,0.233,0.159,0.227,1.496,0.204,condominium,brick,,yes,no,yes,no,yes,2500
323,ffb1fcb15646d0424e2fd037e671e0a9,krakow,,48.0,2.0,7.0,9.0,2013.0,50.0756413,19.9293323,2.35,30.0,0.491,0.253,0.357,0.272,0.12,0.445,0.172,condominium,,premium,no,no,yes,no,no,3300
324,08a0d4d54c8d70e7828d2a2196e29290,krakow,blockOfFlats,44.0,2.0,5.0,7.0,2023.0,50.0938,19.928,4.35,18.0,0.233,0.546,0.345,0.047,0.389,1.146,0.068,condominium,,premium,yes,yes,yes,no,no,3000
325,9caa1eb878284bdffc641bc397f7d9d0,krakow,apartmentBuilding,55.0,3.0,10.0,10.0,2023.0,50.0998,19.964,5.27,10.0,0.086,0.969,0.424,0.089,0.335,2.871,0.062,condominium,brick,,yes,yes,yes,no,no,3500
326,6b88c1fdfcc47cde43ff71bc688f2883,krakow,apartmentBuilding,50.0,2.0,1.0,5.0,2023.0,50.0576,19.9677,2.1,9.0,0.676,0.262,0.484,0.431,0.105,0.888,0.307,condominium,brick,,yes,yes,yes,yes,no,3500
327,2ce76e218bb4461aba783e1ed8e0c79b,krakow,blockOfFlats,50.0,2.0,2.0,3.0,2022.0,50.035,19.9362,2.26,14.0,0.155,0.74,0.337,0.666,0.151,1.483,0.3,condominium,,,yes,yes,yes,no,no,3600
328,aa27233d0be21e5a1049791433bff009,krakow,tenement,93.0,3.0,2.0,2.0,1913.0,50.0641901,19.9467261,1.15,78.0,0.333,0.298,0.118,0.675,0.165,0.608,0.113,condominium,brick,,no,yes,yes,no,no,5300
329,a0c7ea4b233d06858e6d87355aff417d,krakow,,29.0,1.0,,3.0,,50.0206,19.9483,3.92,6.0,0.425,0.678,0.544,0.424,0.376,1.73,0.555,condominium,,,no,no,no,no,no,2300
330,fab24793c9956152f8a8c77eb3450ee3,krakow,,45.0,2.0,2.0,6.0,,50.0808,19.9242,3.01,15.0,0.36,0.804,0.3,0.115,0.147,0.51,0.306,condominium,,,no,no,yes,no,no,3380
331,7f4e9e2ee9d83051dd13b0fbbd993585,krakow,tenement,35.87,2.0,2.0,3.0,1930.0,50.0446834,19.9596526,1.92,24.0,0.162,0.491,0.086,0.51,0.048,1.213,0.127,condominium,brick,,no,no,no,no,no,3250
332,966b3f8242beadeb8f6df10f50f6d946,krakow,blockOfFlats,48.0,3.0,2.0,4.0,1999.0,50.0108185,19.9649573,5.3,13.0,0.54,0.562,0.154,0.078,0.015,0.699,0.178,condominium,brick,,no,yes,no,no,no,3300
333,37f36e46113ede84bb6866882eb7ce95,krakow,,50.0,2.0,4.0,4.0,,50.0825,19.9684,3.7,21.0,0.11,0.575,0.288,0.164,0.123,2.038,0.315,condominium,,,no,no,,no,no,3000
334,7d936998bd026a7085baac8a3618d2fb,krakow,tenement,120.0,4.0,1.0,1.0,1860.0,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,condominium,brick,,no,no,no,no,no,6000
335,a4a7e0ef9c2f5a3ece736fb1eb677530,krakow,,50.0,2.0,1.0,5.0,2020.0,50.0706,19.90531,2.91,18.0,0.212,0.34,0.04,0.28,0.04,0.794,0.227,condominium,,,no,yes,no,no,no,4000
336,3821256dc65bac4b4f634906dafc855b,krakow,,42.0,2.0,,2.0,2016.0,50.06613387,19.87900972,4.41,7.0,0.889,1.312,0.154,1.37,0.18,1.353,0.179,condominium,,,yes,no,no,no,no,2300
337,83acac8e52973b2164606dd272bd7bca,krakow,blockOfFlats,38.0,2.0,2.0,3.0,1969.0,50.0731,19.9131,2.68,28.0,0.403,0.125,0.303,0.362,0.126,0.216,0.041,condominium,,,yes,yes,no,no,no,2100
338,c04b21ba9b196ed819a0383a4309a336,krakow,tenement,85.0,3.0,3.0,4.0,,50.0655,19.9521,1.5,46.0,0.242,0.114,0.336,0.894,0.023,0.705,0.065,condominium,brick,,no,no,yes,no,no,4000
339,97cc0221c85f8050fa37ecbbdc996b10,krakow,,35.0,2.0,3.0,5.0,,50.0151,19.896,5.4,18.0,0.504,0.383,0.253,0.154,0.093,3.577,0.081,condominium,,,no,no,yes,no,no,2300
340,be75c29d976f53dd4e7b4f232eee1fb9,krakow,apartmentBuilding,34.0,1.0,1.0,5.0,,50.05004344,19.94778156,0.89,129.0,0.025,0.506,0.368,0.545,0.013,0.667,0.333,condominium,brick,,no,yes,yes,no,no,2850
341,68bda6ff4fcac9b3c8bba5e564238f6f,krakow,,90.0,3.0,1.0,1.0,,50.068269,19.850922,6.41,1.0,1.113,2.796,1.459,2.206,0.319,3.171,1.85,condominium,,,no,yes,no,no,no,4500
342,80ad4bf1a6430ac27f3dcc498bceea1e,krakow,tenement,58.0,2.0,1.0,4.0,,50.07113348,19.93623734,1.77,36.0,0.203,0.334,0.263,0.281,0.075,0.269,0.133,condominium,brick,,no,no,no,no,yes,2800
343,bf24beb2231ef4103436e4abab5834a1,krakow,blockOfFlats,41.0,2.0,2.0,3.0,,50.0760889,19.9819561,3.87,17.0,0.289,0.863,0.144,0.23,0.029,1.915,0.346,condominium,brick,,no,no,no,no,no,2200
344,e6dc5fa43827bfd46d3327a6b6a70c85,krakow,tenement,30.5,1.0,,3.0,1910.0,50.05658772,19.9568367,1.32,22.0,0.026,0.054,0.342,0.091,0.232,0.23,0.29,condominium,brick,premium,no,no,no,no,no,2100
345,aa712f74df27de665c2e0efd333fbb83,krakow,,36.0,2.0,,4.0,2023.0,50.03581,20.00069,4.94,4.0,0.222,1.101,0.47,0.711,0.483,0.368,0.507,condominium,,,no,no,,no,no,2400
346,5cea031f5529594574aba60abaa3f42d,krakow,apartmentBuilding,68.0,3.0,4.0,7.0,2019.0,50.0566,19.9442,0.44,101.0,0.095,0.626,0.308,0.252,0.09,0.581,0.153,condominium,brick,,yes,no,yes,yes,yes,4500
347,ed8f13e6381445b4b7ce5e5a55a52a02,krakow,apartmentBuilding,33.0,2.0,4.0,5.0,2008.0,50.0153,19.9022,5.15,12.0,0.504,0.142,0.352,0.267,0.19,3.385,0.446,condominium,brick,,no,yes,yes,yes,no,2300
348,86fe64ed57f1c11114e218d796706532,krakow,apartmentBuilding,55.0,2.0,1.0,2.0,2009.0,50.0711,19.9172,2.32,32.0,0.233,0.22,0.19,0.114,0.144,0.183,0.09,condominium,brick,,no,yes,no,no,no,2500
349,1fc83a8758de6aba32e2a14a194900e5,krakow,blockOfFlats,45.23,2.0,3.0,10.0,2014.0,50.04211,19.99423,4.24,7.0,0.441,0.559,0.563,0.051,0.227,0.951,0.437,condominium,brick,,no,yes,yes,yes,no,2450
350,04d1bfb29b7cd41fe0af6de6782213e6,krakow,blockOfFlats,36.0,2.0,1.0,10.0,1978.0,50.0148229,20.0225616,7.51,11.0,0.432,1.535,0.336,0.392,0.415,2.79,0.053,condominium,,premium,no,yes,yes,no,no,2300
351,34ed2b3f668ad66a5f04c8f5676b4b7f,krakow,apartmentBuilding,54.0,2.0,1.0,2.0,2015.0,50.0691649,19.8737423,4.87,4.0,0.632,1.533,0.535,1.251,0.341,1.557,0.667,condominium,brick,,no,yes,no,no,no,2600
352,c624d44635c3867aa11829f6d7317cd3,krakow,,36.1,2.0,2.0,9.0,2022.0,50.06308,19.97256,2.58,14.0,0.382,0.688,0.53,0.158,0.052,0.782,0.524,condominium,,,no,no,yes,no,no,3000
353,ddd0534a0341ee2488b7a2091a73bdce,krakow,blockOfFlats,47.0,2.0,1.0,3.0,2000.0,50.0694,19.9328,1.62,51.0,0.112,0.413,0.079,0.147,0.23,0.337,0.216,condominium,,,no,no,yes,no,no,2700
354,c5e9817e1949b395ee6435cbffc52792,krakow,apartmentBuilding,68.0,3.0,,1.0,2019.0,50.0724956,19.85716312,6.11,0.0,1.091,2.181,1.171,1.848,0.925,2.684,1.492,condominium,brick,,no,yes,no,no,no,3500
355,e760fe5508eda06b4e9b4b3e573fa76b,krakow,,49.0,2.0,14.0,14.0,1998.0,50.0888272,19.929977,3.78,22.0,0.219,0.301,0.316,0.194,0.294,0.585,0.033,condominium,,,yes,yes,yes,no,no,2600
356,311de6211bea761c4958ea11b5674af3,krakow,apartmentBuilding,51.0,2.0,4.0,4.0,2021.0,50.0752,19.9295,2.3,25.0,0.524,0.254,0.309,0.251,0.071,0.399,0.187,condominium,brick,,yes,no,yes,no,no,3700
357,d05d486fc332fdb5ff06a5e44ff587c0,krakow,blockOfFlats,45.0,2.0,1.0,5.0,2021.0,50.029,20.051,8.55,1.0,1.34,3.995,0.624,0.598,0.48,3.395,0.922,condominium,brick,,yes,yes,yes,no,no,2100
358,6abc82f3332422385f38063b8e975fb9,krakow,apartmentBuilding,53.0,2.0,4.0,5.0,2008.0,50.0714339,19.9391764,1.79,40.0,0.168,0.412,0.404,0.456,0.033,0.451,0.222,condominium,brick,,yes,no,yes,no,no,3300
359,f19e46c5416c1a39f82d78aee468408e,krakow,blockOfFlats,48.0,2.0,7.0,10.0,2015.0,50.0934,19.9919,5.7,11.0,0.383,2.014,0.165,0.475,0.459,0.776,0.183,condominium,,,yes,no,yes,yes,no,3000
360,018f6dd3aa39333846e92bd8854c84f1,krakow,blockOfFlats,38.0,2.0,8.0,10.0,,50.0824,20.0192,6.5,23.0,0.206,1.145,0.199,0.074,0.374,1.219,0.135,condominium,concreteSlab,,yes,no,yes,no,yes,2200
361,c80cf8f1f7b03b92898050cc9dd06f69,krakow,apartmentBuilding,37.0,2.0,1.0,5.0,2022.0,50.0665591,19.9267101,1.51,57.0,0.13,0.566,0.479,0.096,0.084,0.371,0.278,condominium,brick,premium,yes,no,yes,no,no,3500
362,587944738661998b7ac26684b53c5797,krakow,,53.0,2.0,,4.0,,50.055598,19.946167,0.55,112.0,0.144,0.663,0.225,0.302,0.024,0.604,0.041,condominium,,,no,no,,no,no,3500
363,70b9038eb194d8e5b0f934c825d6ac0d,krakow,apartmentBuilding,45.0,2.0,1.0,5.0,2022.0,50.0784888,19.9354785,2.59,14.0,0.487,0.099,0.491,0.427,0.276,0.69,0.412,condominium,brick,,no,yes,yes,yes,no,3400
364,b2dfa6eef158aebd0bb15e7ed067e7b6,krakow,blockOfFlats,60.0,3.0,7.0,8.0,2005.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,condominium,,,no,yes,yes,no,yes,3300
365,99e60538d79a4e168c5b801d2ddc9217,krakow,blockOfFlats,26.0,1.0,4.0,6.0,2011.0,50.0352195,19.9350525,2.25,13.0,0.133,0.783,0.407,0.583,0.235,1.472,0.38,condominium,,,no,no,yes,no,no,2000
366,f71560eb04d9af07eebf94bffa55fb93,krakow,blockOfFlats,37.0,2.0,3.0,4.0,2022.0,50.0106981,19.8900334,6.05,6.0,0.337,0.887,0.901,0.144,0.425,4.208,0.266,condominium,,,no,yes,yes,no,no,2600
367,1d5baae4d1b29c5cd9c5054b70e5af6d,krakow,blockOfFlats,44.0,3.0,4.0,10.0,1960.0,50.086,20.0218,6.86,24.0,0.291,0.753,0.156,0.078,0.184,1.338,0.145,condominium,,,yes,yes,yes,no,no,2300
368,4be480bb8085b032a335661ff7e140ca,krakow,blockOfFlats,50.0,2.0,2.0,2.0,,50.0605515,20.0519583,8.12,1.0,0.926,0.645,1.219,0.829,0.424,2.219,0.738,condominium,,,no,no,no,no,yes,2500
369,f9e3b12c770edd400e8094f1bce8e346,krakow,blockOfFlats,40.0,2.0,2.0,4.0,,50.029,20.051,8.55,1.0,1.34,3.995,0.624,0.598,0.48,3.395,0.922,condominium,,,yes,yes,yes,no,no,2400
370,0b09a23ea5c86eece09c45a236ea8c37,krakow,blockOfFlats,40.0,2.0,2.0,3.0,2012.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,,,no,no,no,no,no,2200
371,b6e07b35e9bfc9cd25aca5ccfb5c302a,krakow,apartmentBuilding,46.0,2.0,1.0,6.0,2024.0,50.0659854,19.9888097,3.79,7.0,0.812,0.432,0.813,0.431,0.318,1.928,0.673,condominium,brick,premium,yes,yes,yes,no,yes,3000
372,1cd70d2bad62442e4c8fd64e9927880b,krakow,apartmentBuilding,46.0,2.0,2.0,9.0,2015.0,50.062088,19.9666695,2.15,25.0,0.19,0.34,0.321,0.242,0.379,0.445,0.201,condominium,brick,premium,yes,yes,yes,no,no,3100
373,cf0c497a6adffea0aaa3601d706d0b95,krakow,blockOfFlats,33.0,1.0,,,2020.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,,premium,no,yes,yes,yes,no,2500
374,44504f16dcf4da045e697c7d1d8ce3a8,krakow,,100.0,4.0,2.0,2.0,,50.060968,19.870105,4.92,4.0,0.397,1.738,0.705,1.078,0.311,2.204,0.806,condominium,,,no,no,,no,no,8000
375,970ec4f128f117368bf19a1c3a90bcfd,krakow,blockOfFlats,32.0,1.0,2.0,5.0,,50.0701,19.9193,2.14,33.0,0.133,0.369,0.236,0.108,0.243,0.36,0.263,condominium,,,yes,no,yes,no,no,2500
376,b8a664e2a87debf95d016f44a1647501,krakow,apartmentBuilding,40.0,2.0,3.0,8.0,2009.0,50.0775148,19.89303244,4.08,11.0,0.204,0.714,0.47,0.186,0.09,0.529,0.29,condominium,brick,,no,no,yes,no,no,3000
377,6edec9d226809c5c31dd91c07408bf15,krakow,blockOfFlats,36.0,2.0,5.0,10.0,1989.0,50.0060411,20.0085459,7.42,9.0,0.204,0.46,0.514,0.236,0.27,3.486,0.228,condominium,concreteSlab,premium,yes,yes,yes,no,no,2000
378,857653d39a021ee3f83ce2b27ca4f328,krakow,apartmentBuilding,51.0,2.0,7.0,10.0,2021.0,50.05601,19.959362,1.5,18.0,0.15,0.195,0.525,0.108,0.132,0.355,0.36,condominium,brick,premium,no,no,yes,no,no,5500
379,e78bd93cedde07d6d94ee77359493113,krakow,apartmentBuilding,76.2,4.0,1.0,5.0,2015.0,50.0518,19.9376,0.39,85.0,0.128,0.597,0.214,0.19,0.115,0.408,0.212,condominium,brick,,yes,yes,yes,yes,no,6800
380,ddd69c1ef0416a9b2714ab9a65314652,krakow,blockOfFlats,68.0,3.0,,7.0,2014.0,50.066418,19.969743,2.55,13.0,0.474,0.421,0.623,0.45,0.026,0.594,0.27,condominium,,,no,yes,yes,no,no,3500
381,c3ef40f94410e415baaff3ace722e642,krakow,apartmentBuilding,53.08,2.0,2.0,6.0,2007.0,50.0572,19.9305,0.61,40.0,0.192,0.388,0.141,0.581,0.064,0.421,0.149,condominium,brick,,yes,yes,yes,yes,no,3500
382,05dc4c95f91da9025993dab1bdf33146,krakow,apartmentBuilding,52.12,2.0,4.0,6.0,2007.0,50.0572,19.9305,0.61,40.0,0.192,0.388,0.141,0.581,0.064,0.421,0.149,condominium,brick,,yes,yes,yes,yes,no,3300
383,96bb93feb7bc0da0fac1d418be0357f3,krakow,apartmentBuilding,51.66,2.0,4.0,6.0,2007.0,50.0572,19.9305,0.61,40.0,0.192,0.388,0.141,0.581,0.064,0.421,0.149,condominium,brick,,yes,yes,yes,yes,yes,3500
384,4bc697b2f2dd3b23dc62c7c92f5a4daf,krakow,blockOfFlats,42.0,2.0,4.0,6.0,,50.09309505,20.0587951,9.56,8.0,0.223,1.535,0.159,0.14,0.501,2.54,0.243,condominium,,premium,yes,yes,yes,no,no,1800
385,720895c177ccec6eb128284f947f18d7,krakow,apartmentBuilding,57.0,2.0,1.0,5.0,2015.0,50.052,19.9381,0.37,95.0,0.142,0.599,0.179,0.15,0.125,0.423,0.17,condominium,brick,,yes,yes,yes,yes,no,4800
386,79e85c414217932aee524dd8aef0069d,krakow,blockOfFlats,44.0,2.0,3.0,4.0,1968.0,50.04498,19.93086,1.27,19.0,0.312,0.83,0.11,0.078,0.077,0.677,0.078,condominium,concreteSlab,,no,no,no,no,no,2500
387,99cbe3b6066169667038bd70d910b6c3,krakow,,37.0,2.0,2.0,3.0,2018.0,50.082467,19.888108,4.69,16.0,0.475,0.292,0.462,0.322,0.061,1.166,0.149,condominium,,,no,no,no,no,no,2300
388,4ff87a6c93e4c5c1fe9c5eb89c10995e,krakow,apartmentBuilding,66.0,3.0,1.0,5.0,2020.0,50.079449,19.9059354,3.55,9.0,0.478,0.978,0.48,0.349,0.256,1.051,0.362,condominium,brick,premium,yes,yes,yes,no,no,3500
389,a6dc9df4bbd8d9bc5ba01f87dbaad9d9,krakow,blockOfFlats,47.0,2.0,1.0,3.0,1960.0,50.0761,19.904,3.38,14.0,0.37,0.734,0.383,0.143,0.14,0.749,0.227,condominium,brick,,yes,yes,no,no,yes,2000
390,cbd0ec6b7355d4e023860cfc96362599,krakow,apartmentBuilding,38.0,2.0,1.0,3.0,2022.0,50.0762,19.9058,3.29,13.0,0.477,0.704,0.49,0.018,0.123,0.834,0.324,condominium,brick,premium,yes,yes,yes,no,yes,3200
391,75ad88d1f6b051f7f92857731979d103,krakow,blockOfFlats,65.0,3.0,,4.0,2006.0,50.0186,19.8973,5.03,25.0,0.844,0.172,0.188,0.18,0.07,3.188,0.136,condominium,brick,,yes,yes,no,no,yes,3000
392,ed9f06ff8bf4e7412464a696eb1db053,krakow,blockOfFlats,40.0,2.0,,3.0,1960.0,50.075,19.9028,3.36,17.0,0.225,0.592,0.41,0.055,0.177,0.619,0.178,condominium,brick,,yes,no,no,no,no,1800
393,e34c76137c02edd3bb32ce9d6f62a94e,krakow,blockOfFlats,25.3,1.0,3.0,11.0,1960.0,50.0719,19.9196,2.28,34.0,0.201,0.226,0.046,0.114,0.184,0.267,0.1,condominium,,,yes,yes,yes,no,no,2000
394,0baa01b254f7ac53ab3ecb7ca355d3f5,krakow,tenement,60.0,3.0,1.0,3.0,1955.0,50.0576338,19.9562596,1.3,21.0,0.109,0.092,0.281,0.083,0.324,0.306,0.226,condominium,brick,premium,yes,no,no,no,no,3500
395,d95b06f877958941948f5a3f8f72c980,krakow,apartmentBuilding,40.0,2.0,4.0,6.0,2018.0,50.0108185,19.9649573,5.3,13.0,0.54,0.562,0.154,0.078,0.015,0.699,0.178,condominium,brick,premium,yes,yes,yes,no,no,2600
396,f378923461cb6f1c51d44dd6a2ee34dc,krakow,blockOfFlats,51.0,2.0,2.0,2.0,1960.0,50.0808611,20.03528061,7.47,31.0,0.134,1.703,0.229,0.296,0.304,0.464,0.22,condominium,,premium,yes,no,no,no,yes,2400
397,b72140e84ad527d7f48a43006bb9ca16,krakow,blockOfFlats,37.0,2.0,1.0,4.0,1970.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,,premium,no,no,,no,no,2299
398,215390a7c6cd8ad00e03350c2f5baf23,krakow,blockOfFlats,44.0,3.0,,10.0,1970.0,50.0762,19.9058,3.29,13.0,0.477,0.704,0.49,0.018,0.123,0.834,0.324,condominium,concreteSlab,,yes,no,yes,no,no,2600
